原文	语言	首选简中译名	别名	类别	适用作品	备注	依据	状态
バイトツナギ オレンジ	ja	打工连身工作服 橘色		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#COP001	verified
Green Slopsuit	en	打工连身工作服 绿色		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#COP002	verified
バイトツナギ グリーン	ja	打工连身工作服 绿色		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#COP002	verified
Yellow Slopsuit	en	打工连身工作服 黄色		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#COP003	verified
バイトツナギ イエロー	ja	打工连身工作服 黄色		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#COP003	verified
Pink Slopsuit	en	打工连身工作服 粉红色		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#COP004	verified
バイトツナギ ピンク	ja	打工连身工作服 粉红色		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#COP004	verified
Blue Slopsuit	en	打工连身工作服 蓝色		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#COP005	verified
バイトツナギ ブルー	ja	打工连身工作服 蓝色		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#COP005	verified
Black Slopsuit	en	打工连身工作服 黑色		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#COP006	verified
バイトツナギ ブラック	ja	打工连身工作服 黑色		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#COP006	verified
White Slopsuit	en	打工连身工作服 白色		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#COP007	verified
バイトツナギ ホワイト	ja	打工连身工作服 白色		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#COP007	verified
Orange Gloopsuit	en	打工防水衣 橘色		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#COP008	verified
バイトウェーダー オレンジ	ja	打工防水衣 橘色		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#COP008	verified
Black Gloopsuit	en	打工防水衣 黑色		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#COP009	verified
バイトウェーダー ブラック	ja	打工防水衣 黑色		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#COP009	verified
Yellow Gloopsuit	en	打工防水衣 黄色		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#COP010	verified
バイトウェーダー イエロー	ja	打工防水衣 黄色		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#COP010	verified
Brown Gloopsuit	en	打工防水衣 棕色		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#COP011	verified
バイトウェーダー ブラウン	ja	打工防水衣 棕色		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#COP011	verified
Polka-Dot Slopsuit	en	打工连身工作服 点点		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#COP012	verified
バイトツナギ ドット	ja	打工连身工作服 点点		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#COP012	verified
Camo Slopsuit	en	打工连身工作服 迷彩		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#COP013	verified
バイトツナギ カモ	ja	打工连身工作服 迷彩		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#COP013	verified
Koi Slopsuit	en	打工连身工作服 锦鲤		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#COP014	verified
バイトツナギ ニシキ	ja	打工连身工作服 锦鲤		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#COP014	verified
Peach Gloopsuit	en	打工防水衣 桃红		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#COP015	verified
バイトウェーダー ピーチ	ja	打工防水衣 桃红		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#COP015	verified
Lime Gloopsuit	en	打工防水衣 莱姆绿		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#COP016	verified
バイトウェーダー ライム	ja	打工防水衣 莱姆绿		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#COP016	verified
Berry Gloopsuit	en	打工防水衣 莓果红		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#COP017	verified
バイトウェーダー ベリー	ja	打工防水衣 莓果红		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#COP017	verified
Silver Slopsuit	en	打工连身工作服 银色		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#COP018	verified
バイトツナギ シルバー	ja	打工连身工作服 银色		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#COP018	verified
Gold Slopsuit	en	打工连身工作服 金色		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#COP019	verified
バイトツナギ ゴールド	ja	打工连身工作服 金色		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#COP019	verified
Iridescent Slopsuit	en	打工连身工作服 棱镜		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#COP020	verified
バイトツナギ プリズム	ja	打工连身工作服 棱镜		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#COP020	verified
Heavy-Duty Slopsuit	en	打工连身工作服 重装		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#COP021	verified
バイトツナギ ブロッカー	ja	打工连身工作服 重装		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#COP021	verified
Squiddor Polo	en	鱿鱼小子Polo衫		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#COP100	verified
イカテンくんポロ	ja	鱿鱼小子Polo衫		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#COP100	verified
Anchor Life Vest	en	船锚背心		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#COP101	verified
アンカーベスト	ja	船锚背心		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#COP101	verified
Juice Parka	en	燃料外套		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#COP102	verified
フューエルブルゾン	ja	燃料外套		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#COP102	verified
Garden Gear	en	卷袖上衣与劳工手套		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#COP103	verified
マクレGT	ja	卷袖上衣与劳工手套		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#COP103	verified
Crustwear XXL	en	酥脆天妇罗T恤XXL		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#COP104	verified
アゲアゲ・10・プラーXXL	ja	酥脆天妇罗T恤XXL		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#COP104	verified
North-Country Parka	en	北方国家外套87		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#COP105	verified
フロムキタグニ87	ja	北方国家外套87		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#COP105	verified
Octoleet Armor	en	女战士风护甲		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#COP106	verified
ゾネスティックプロテクター	ja	女战士风护甲		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#COP106	verified
Dev Uniform	en	开发人员工作制服		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#COP108	verified
デベロッパーズワークウエア	ja	开发人员工作制服		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#COP108	verified
Office Attire	en	工作人员制服		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#COP109	verified
ジムパーソンアーマー	ja	工作人员制服		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#COP109	verified
SRL Coat	en	研究员大衣		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#COP110	verified
アカシックコート	ja	研究员大衣		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#COP110	verified
Commander Tunic	en	守卫者装		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#COP111	verified
ガーディアンズスーツ	ja	守卫者装		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#COP111	verified
Astro Wear	en	角色扮演高科技装		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#COP112	verified
ナリキリハイテクスーツ	ja	角色扮演高科技装		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#COP112	verified
Retro Future Suit	en	超未来装		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#COP113	verified
ハイパーミライスーツ	ja	超未来装		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#COP113	verified
Brinestone Jacket	en	魅力超群歌手外套		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#COP114	verified
カリスマシンガージャケット	ja	魅力超群歌手外套		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#COP114	verified
SplatJack 5000	en	未来巨星外套		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#COP115	verified
ミライスタージャケット	ja	未来巨星外套		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#COP115	verified
Hacker Jacket	en	干劲十足发明家外套		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#COP116	verified
ハリキリインベンター	ja	干劲十足发明家外套		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#COP116	verified
Cooler Jacket	en	精力外套		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#COP117	verified
エネルギッシュジャケット	ja	精力外套		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#COP117	verified
Basic Tee	en	新叶鱿鱼T恤		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#FST001	verified
わかばイカＴ	ja	新叶鱿鱼T恤		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#FST001	verified
Fresh Octo Tee	en	新叶章鱼T恤		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#FST002	verified
わかばタコT	ja	新叶章鱼T恤		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#FST002	verified
Splatfest Tee	en	祭典T恤		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#HAP001	verified
フェスＴ	ja	祭典T恤		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#HAP001	verified
フェスT	ja	祭典T恤		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#HAP003	verified
Olive Ski Jacket	en	登山外套 橄榄绿		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#JKT000	verified
マウンテンオリーブ	ja	登山外套 橄榄绿		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#JKT000	verified
Takoroka Nylon Vintage	en	暇古尼龙拉链上衣 怀旧		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#JKT001	verified
ヤコナイロン ヴィンテージ	ja	暇古尼龙拉链上衣 怀旧		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#JKT001	verified
Berry Ski Jacket	en	登山外套 莓果红		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#JKT002	verified
マウンテンベリー	ja	登山外套 莓果红		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#JKT002	verified
Varsity Jacket	en	多Logo棒球外套		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#JKT003	verified
スタジャンロゴマシ	ja	多Logo棒球外套		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#JKT003	verified
School Jersey	en	学校运动服		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#JKT004	verified
スクールジャージー	ja	学校运动服		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#JKT004	verified
Green Cardigan	en	字母针织罩衫 绿色		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#JKT005	verified
レタード グリーン	ja	字母针织罩衫 绿色		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#JKT005	verified
Black Inky Rider	en	鱿鱼骑士皮外套 黑色		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#JKT006	verified
イカライダーBLACK	ja	鱿鱼骑士皮外套 黑色		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#JKT006	verified
White Inky Rider	en	鱿鱼骑士皮外套 白色		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#JKT007	verified
イカライダーWHITE	ja	鱿鱼骑士皮外套 白色		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#JKT007	verified
Retro Gamer Jersey	en	FC运动服		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#JKT008	verified
FCジャージー	ja	FC运动服		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#JKT008	verified
Orange Cardigan	en	字母针织罩衫 橘色		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#JKT009	verified
レタード オレンジ	ja	字母针织罩衫 橘色		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#JKT009	verified
Forge Inkling Parka	en	F-190		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#JKT010	verified
F-190	ja	F-190		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#JKT010	verified
Forge Octarian Jacket	en	F-010		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#JKT011	verified
F-010	ja	F-010		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#JKT011	verified
Blue Sailor Suit	en	鱿鱼水手服 蓝色		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#JKT012	verified
イカセーラー ブルー	ja	鱿鱼水手服 蓝色		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#JKT012	verified
White Sailor Suit	en	鱿鱼水手服 白色		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#JKT013	verified
イカセーラー ホワイト	ja	鱿鱼水手服 白色		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#JKT013	verified
Squid Satin Jacket	en	鱿鱼飞行外套		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#JKT014	verified
イカスカジャン	ja	鱿鱼飞行外套		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#JKT014	verified
Zapfish Satin Jacket	en	鲶鱼飞行外套		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#JKT015	verified
ウラスカジャン	ja	鲶鱼飞行外套		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#JKT015	verified
Krak-On 528	en	海月528		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#JKT016	verified
クラーゲス528	ja	海月528		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#JKT016	verified
Chilly Mountain Coat	en	登山外套 冰雪蓝		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#JKT017	verified
マウンテンフローズン	ja	登山外套 冰雪蓝		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#JKT017	verified
Takoroka Windcrusher	en	暇古尼龙拉链上衣 复古		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#JKT018	verified
ヤコナイロンレトロ	ja	暇古尼龙拉链上衣 复古		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#JKT018	verified
Matcha Down Jacket	en	轻量羽绒外套 抹茶色		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#JKT019	verified
マッチャ ライトダウン	ja	轻量羽绒外套 抹茶色		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#JKT019	verified
FA-01 Jacket	en	FA-01正面		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#JKT020	verified
FA-01オモテ	ja	FA-01正面		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#JKT020	verified
FA-01 Reversed	en	FA-01反面		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#JKT021	verified
FA-01ウラ	ja	FA-01反面		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#JKT021	verified
Pullover Coat	en	套头风衣外套		服装	斯普拉遁3		游戏语言文件：CommonMsg/Gear/GearName_Clothes#JKT022	verified
